chart_type,file,source_path,problem_codes,model_axis_diff_codes,x_axis_type,x_gt_axis_type,y_axis_type,y_gt_axis_type,x_ticks,y_ticks,x_ticks_encrypted,y_ticks_encrypted,expected_x_ticks_encrypted,expected_y_ticks_encrypted,grid_path,encrypted_grid_path,ticks_json_path,error
scatter,scatter_010.png,f:\program\test-demo\backend\charts\scatter\scatter_010.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_010_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_010_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_010_ticks.json,
scatter,scatter_011.png,f:\program\test-demo\backend\charts\scatter\scatter_011.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_011_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_011_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_011_ticks.json,
scatter,scatter_012.png,f:\program\test-demo\backend\charts\scatter\scatter_012.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_012_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_012_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_012_ticks.json,
scatter,scatter_013.png,f:\program\test-demo\backend\charts\scatter\scatter_013.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_013_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_013_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_013_ticks.json,
scatter,scatter_014.png,f:\program\test-demo\backend\charts\scatter\scatter_014.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_014_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_014_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_014_ticks.json,
scatter,scatter_015.png,f:\program\test-demo\backend\charts\scatter\scatter_015.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_015_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_015_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_015_ticks.json,
scatter,scatter_016.png,f:\program\test-demo\backend\charts\scatter\scatter_016.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_016_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_016_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_016_ticks.json,
scatter,scatter_017.png,f:\program\test-demo\backend\charts\scatter\scatter_017.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_017_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_017_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_017_ticks.json,
scatter,scatter_018.png,f:\program\test-demo\backend\charts\scatter\scatter_018.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_018_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_018_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_018_ticks.json,
scatter,scatter_019.png,f:\program\test-demo\backend\charts\scatter\scatter_019.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_019_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_019_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_019_ticks.json,
scatter,scatter_020.png,f:\program\test-demo\backend\charts\scatter\scatter_020.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_020_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_020_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_020_ticks.json,
scatter,scatter_021.png,f:\program\test-demo\backend\charts\scatter\scatter_021.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_021_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_021_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_021_ticks.json,
scatter,scatter_022.png,f:\program\test-demo\backend\charts\scatter\scatter_022.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_022_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_022_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_022_ticks.json,
scatter,scatter_023.png,f:\program\test-demo\backend\charts\scatter\scatter_023.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_023_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_023_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_023_ticks.json,
scatter,scatter_024.png,f:\program\test-demo\backend\charts\scatter\scatter_024.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_024_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_024_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_024_ticks.json,
scatter,scatter_025.png,f:\program\test-demo\backend\charts\scatter\scatter_025.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_025_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_025_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_025_ticks.json,
scatter,scatter_026.png,f:\program\test-demo\backend\charts\scatter\scatter_026.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_026_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_026_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_026_ticks.json,
scatter,scatter_027.png,f:\program\test-demo\backend\charts\scatter\scatter_027.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_027_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_027_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_027_ticks.json,
scatter,scatter_028.png,f:\program\test-demo\backend\charts\scatter\scatter_028.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_028_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_028_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_028_ticks.json,
scatter,scatter_029.png,f:\program\test-demo\backend\charts\scatter\scatter_029.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_029_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_029_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_029_ticks.json,
scatter,scatter_030.png,f:\program\test-demo\backend\charts\scatter\scatter_030.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_030_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_030_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_030_ticks.json,
scatter,scatter_031.png,f:\program\test-demo\backend\charts\scatter\scatter_031.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_031_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_031_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_031_ticks.json,
scatter,scatter_032.png,f:\program\test-demo\backend\charts\scatter\scatter_032.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_032_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_032_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_032_ticks.json,
scatter,scatter_033.png,f:\program\test-demo\backend\charts\scatter\scatter_033.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_033_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_033_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_033_ticks.json,
scatter,scatter_034.png,f:\program\test-demo\backend\charts\scatter\scatter_034.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_034_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_034_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_034_ticks.json,
scatter,scatter_035.png,f:\program\test-demo\backend\charts\scatter\scatter_035.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_035_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_035_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_035_ticks.json,
scatter,scatter_036.png,f:\program\test-demo\backend\charts\scatter\scatter_036.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_036_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_036_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_036_ticks.json,
scatter,scatter_037.png,f:\program\test-demo\backend\charts\scatter\scatter_037.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_037_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_037_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_037_ticks.json,
scatter,scatter_038.png,f:\program\test-demo\backend\charts\scatter\scatter_038.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_038_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_038_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_038_ticks.json,
scatter,scatter_039.png,f:\program\test-demo\backend\charts\scatter\scatter_039.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_039_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_039_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_039_ticks.json,
scatter,scatter_040.png,f:\program\test-demo\backend\charts\scatter\scatter_040.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_040_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_040_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_040_ticks.json,
scatter,scatter_041.png,f:\program\test-demo\backend\charts\scatter\scatter_041.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_041_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_041_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_041_ticks.json,
scatter,scatter_042.png,f:\program\test-demo\backend\charts\scatter\scatter_042.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_042_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_042_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_042_ticks.json,
scatter,scatter_043.png,f:\program\test-demo\backend\charts\scatter\scatter_043.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_043_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_043_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_043_ticks.json,
scatter,scatter_044.png,f:\program\test-demo\backend\charts\scatter\scatter_044.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_044_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_044_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_044_ticks.json,
scatter,scatter_045.png,f:\program\test-demo\backend\charts\scatter\scatter_045.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_045_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_045_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_045_ticks.json,
scatter,scatter_046.png,f:\program\test-demo\backend\charts\scatter\scatter_046.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_046_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_046_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_046_ticks.json,
scatter,scatter_047.png,f:\program\test-demo\backend\charts\scatter\scatter_047.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_047_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_047_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_047_ticks.json,
scatter,scatter_048.png,f:\program\test-demo\backend\charts\scatter\scatter_048.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_048_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_048_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_048_ticks.json,
scatter,scatter_049.png,f:\program\test-demo\backend\charts\scatter\scatter_049.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_049_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_049_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_049_ticks.json,
scatter,scatter_050.png,f:\program\test-demo\backend\charts\scatter\scatter_050.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_050_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_050_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_050_ticks.json,
scatter,scatter_051.png,f:\program\test-demo\backend\charts\scatter\scatter_051.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_051_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_051_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_051_ticks.json,
scatter,scatter_052.png,f:\program\test-demo\backend\charts\scatter\scatter_052.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_052_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_052_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_052_ticks.json,
scatter,scatter_053.png,f:\program\test-demo\backend\charts\scatter\scatter_053.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_053_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_053_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_053_ticks.json,
scatter,scatter_054.png,f:\program\test-demo\backend\charts\scatter\scatter_054.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_054_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_054_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_054_ticks.json,
scatter,scatter_055.png,f:\program\test-demo\backend\charts\scatter\scatter_055.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_055_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_055_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_055_ticks.json,
scatter,scatter_056.png,f:\program\test-demo\backend\charts\scatter\scatter_056.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_056_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_056_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_056_ticks.json,
scatter,scatter_057.png,f:\program\test-demo\backend\charts\scatter\scatter_057.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_057_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_057_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_057_ticks.json,
scatter,scatter_058.png,f:\program\test-demo\backend\charts\scatter\scatter_058.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_058_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_058_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_058_ticks.json,
scatter,scatter_059.png,f:\program\test-demo\backend\charts\scatter\scatter_059.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_059_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_059_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_059_ticks.json,
scatter,scatter_060.png,f:\program\test-demo\backend\charts\scatter\scatter_060.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_060_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_060_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_060_ticks.json,
scatter,scatter_061.png,f:\program\test-demo\backend\charts\scatter\scatter_061.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_061_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_061_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_061_ticks.json,
scatter,scatter_062.png,f:\program\test-demo\backend\charts\scatter\scatter_062.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_062_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_062_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_062_ticks.json,
scatter,scatter_064.png,f:\program\test-demo\backend\charts\scatter\scatter_064.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_064_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_064_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_064_ticks.json,
scatter,scatter_065.png,f:\program\test-demo\backend\charts\scatter\scatter_065.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_065_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_065_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_065_ticks.json,
scatter,scatter_066.png,f:\program\test-demo\backend\charts\scatter\scatter_066.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_066_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_066_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_066_ticks.json,
scatter,scatter_067.png,f:\program\test-demo\backend\charts\scatter\scatter_067.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_067_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_067_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_067_ticks.json,
scatter,scatter_068.png,f:\program\test-demo\backend\charts\scatter\scatter_068.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_068_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_068_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_068_ticks.json,
scatter,scatter_069.png,f:\program\test-demo\backend\charts\scatter\scatter_069.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_069_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_069_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_069_ticks.json,
scatter,scatter_070.png,f:\program\test-demo\backend\charts\scatter\scatter_070.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_070_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_070_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_070_ticks.json,
scatter,scatter_071.png,f:\program\test-demo\backend\charts\scatter\scatter_071.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_071_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_071_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_071_ticks.json,
scatter,scatter_072.png,f:\program\test-demo\backend\charts\scatter\scatter_072.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_072_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_072_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_072_ticks.json,
scatter,scatter_073.png,f:\program\test-demo\backend\charts\scatter\scatter_073.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_073_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_073_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\scatter\scatter_073_ticks.json,
